BalabanIndex_div_PathComplexityIndex,RingCount_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,SSSR_count_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,RingCount_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,SSSR_count_div_BondInformationContent,Fused_ring_count_div_FragmentComplexityScore,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex,BalabanIndex_div_Asphericity,RadiusOfGyration_div_Largest_ring_size,ZagrebIndex_div_CovalentRadiusSum,MolarRefractivity_div_BertzCTIndex,PMI1_div_Largest_ring_size,BalabanIndex_div_HBA,RingCount_div_Fused_ring_count,Fused_ring_count_div_FractionCSP3,Largest_ring_size_div_PMI_Ratio1,Chi4_div_FractionCSP3,PMI1_div_WienerIndex,SSSR_count_div_DoubleBondCount,RingCount_div_SSSR_count,Chi4_div_RadiusOfGyration,Fused_ring_count_div_Bridged_ring_count,HBD_div_BalabanIndex,BalabanIndex_div_TopologicalRadius,TopologicalDiameter_div_BertzCTIndex,HeteroatomCount_div_Largest_ring_size,WienerIndex_div_RingCount,Chi2_div_Chi4,Chi4_div_Bridged_ring_count,Fused_ring_count_div_BondInformationContent,TotalPathCount_div_FractionCSP3,StereocenterCount_div_PMI_Ratio1,partial_charge_max_div_BertzCTIndex,PMI1_div_Bridged_ring_count,Fused_ring_count_div_DoubleBondCount,SSSR_count_div_Min_EState,Asphericity_div_Largest_ring_size,PathComplexityIndex_div_Largest_ring_size,WienerIndex_div_RotatableBonds,RingCount_div_RotatableBonds,Bridged_ring_count_div_Fused_ring_count,RotatableBonds_div_WienerIndex,StereocenterCount_div_Fused_ring_count,BondInformationContent_div_BalabanIndex,Avg_EState_div_PathComplexityIndex,RingCount_div_Asphericity,PMI_Ratio1_div_BertzCTIndex,Max_EState_div_Largest_ring_size,BalabanIndex_div_BondInformationContent,WienerIndex_div_PMI3,SSSR_count_div_ZagrebIndex,TPSA_div_Fused_ring_count,RotatableBonds_div_BertzCTIndex,Asphericity_div_Bridged_ring_count,RotatableBonds_div_Chi4,HBD_div_Fused_ring_count,Min_EState_div_BalabanIndex,Fused_ring_count_div_Min_EState,BertzCTIndex_div_Max_EState,LogP_div_Chi4,FragmentComplexityScore_div_TotalPathCount,FractionCSP3_div_Chi3
0.0,0.041843437840911435,0.08016043939993228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11719838629535462,0.0,0.0,0.0,0.0,0.0,0.0,0.05319477010339473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09866592770264825,0.0,0.0,0.0,0.0,0.06659520013327275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07426476322645133,0.0,0.0,-0.21628796107921472,0.0,0.0,0.0,-0.1447883063120112,0.0,0.0,0.0,0.0,0.0,0.29863420301914645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.06958240227124142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017548702563718613,-0.008837260833000626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10655864169378775,0.0,0.0,0.0,0.0,0.0,0.0,-0.018451970933001365,-0.0411049104776747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06344048570790786,0.0,0.0,0.0,-0.32194756111451445,0.0,-0.32336686153914374,0.0,0.0,0.0,0.0,0.0,0.0,-0.026051072309953346
0.0,0.0,0.18276716841333596,0.2792777984347122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20546160113775552,0.0,0.0735755999059376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07250702909673068,0.0,0.0,0.16787103949012178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2536379204737408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18334786443651183,0.0,0.0,0.0,0.0,0.0,0.12667400693148687,0.0,0.0,0.0,0.4330371529885258,0.0
0.0,0.0,0.15934477937510033,0.2787439345911524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18600995602902345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09709548315784669,0.0,0.0,0.16602468863099684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08262774773873494,0.0,0.0,0.0,0.0,0.26312246641061704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23009314015606425,0.0,0.0,0.0,0.0,0.0,0.11932188796564856,0.0,0.0,0.0,0.5426460455933643,0.0
0.0,0.0,0.23506057945617384,0.36847627539131267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15909010592251516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28448479008369626,0.0,0.13467339260411443,0.0,0.0,0.0,0.0,0.0,0.12794974659612782,0.0,0.0,0.0,0.0,0.0,0.2743090837301266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3205222629357135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2653479708847619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5285517566497738,0.0
0.0,0.0,0.1658598949920058,0.2831579216255068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09738371395052159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19109454570907128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10413923967659024,0.0,0.0,0.17495084938487004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2877077245150868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22607895062703715,0.0,0.0,0.0,0.0,0.0,0.13963476633154473,0.0,0.0,0.0,0.5245439903668747,0.0
-0.15248716159608425,0.0,-0.2534505407302899,-0.10474536923909371,0.0,0.0,-0.12319282389011676,0.0,0.0,0.0,0.0,0.0,0.0,-0.1549609029105037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13845287178422258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1583091371979535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11842284593692787,0.0,0.0,0.0,-0.33086882087885494,0.0,-0.4572073107501943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841042106040253,0.0,0.0,0.0,0.0,0.07792300222190784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2832368857072975,0.0,0.0,-0.11069572886151953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11169350797318098,0.0,0.0,0.19073743787779968,0.07257667607678278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09819695143294194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15291007264625853,0.0,0.2656602193127389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05365373860161745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2769069665041738,0.0,0.0,-0.23452702717214313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09757610297316609,0.0,0.0,0.19191230415184535,0.09115426309296251,-0.05582162282613706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06158799811144017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13128853176751168,0.0,0.26129773636544507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.047533990031725336,0.3311247896244981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08371593538816935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05902552462925724,0.1218133948673627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07412867725235227,0.0,0.0,0.16824148089721816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04212091763769399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17784638128453276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5912445361267179,0.0
